"id","name","address1","address2","city","state","code","country","phone","website","filepath","descript","last_mod"
"604","Great Divide Brewing","2201 Arapahoe Street",,"Denver","Colorado","80205","United States","1-303-296-9460","http://www.greatdivide.com/",,"Since 1994, Great Divide has brewed the most balanced yet assertive and flavorful beers possible.  This commitment has not gone unrewarded  Great Divide has racked up 12 Great American Beer Festival Medals and four World Beer Cup awards, and was recently honored as the 23rd Best Brewer in the World in Ratebeer.com's World's Top 100 Brewers, (2007). See for yourself what the excitement is about  and then introduce your friends to the new frontier of beer. --http://www.greatdivide.com","2010-07-22 20:00:20"
"605","Great Lakes Brewing","2516 Market Avenue",,"Cleveland","Ohio","44113","United States","1-216-771-4404","http://www.greatlakesbrewing.com",,,"2010-07-22 20:00:20"
"606","Great Northern Tavern and Brewery",,,"Keystone","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"607","Great Waters Brewing Company","426 St.Peter Street",,"Saint Paul","Minnesota","55102","United States","1-651-224-2739",,,,"2010-07-22 20:00:20"
"608","Green Bay Brewing","313 Dousman Street",,"Green Bay","Wisconsin","54303","United States","1-888-604-2337",,,,"2010-07-22 20:00:20"
"609","Green Flash Brewing","1430 Vantage Court #104A",,"Vista","California","92083","United States","1-760-597-9012","http://www.greenflashbrew.com",,,"2010-07-22 20:00:20"
"610","Green Mill Brewing - Saint Paul","57 Hamline Avenue South",,"Saint Paul","Minnesota","55105","United States","1-651-698-0353",,,,"2010-07-22 20:00:20"
"611","Green Mountain Beverage","153 Pond Lane",,"Middlebury","Vermont","5753","United States","1-802-873-9045","http://www.gmbeverage.com/",,"Green Mountain Beverage is nestled in a valley near the historic Green Mountains in Middlebury, Vermont. This is where we operate our Green Mountain Cidery (our own word we created from a derivative of brewery) and we have become the number one producer of premium alcoholic draft ciders in the U.S. Throughout these pristine areas of the Green Mountains, people are committed to preserving nature's beauty and still today carry on the long standing tradition of taking pride in their work and the products they create which are truly special. Here at Green Mountain Beverage, we also carry on these traditions. Our ciders are a unique combination of nature's best ingredients, our skills, commitment and pride in our work.","2010-07-22 20:00:20"
"612","Greene King","Westgate Street",,"Bury St. Edmunds","Suffolk",,"United Kingdom","44-(01284)-763222",,,,"2010-07-22 20:00:20"
"613","Greenshields Brewery and Pub",,,"Raleigh","North Carolina",,"United States",,,,,"2010-07-22 20:00:20"
"614","Grizzly Bay Brewing",,,"Suisun City","California",,"United States",,,,,"2010-07-22 20:00:20"
"615","Grizzly Peak Brewing","120 West Washington Street",,"Ann Arbor","Michigan","48104","United States","1-734-741-7325",,,,"2010-07-22 20:00:20"
"616","Grolsche Bierbrouwerij","Brouwerslaan 1",,"Enschede","Overijssel","7548 XA","Netherlands","+31-(0)53-4833333","http://www.grolsch.com",,"Royal Grolsch B.V. is one of the largest breweries in the Netherlands. It is best known for its 'beugel' bottle design.","2010-07-22 20:00:20"
"617","Grumpy Troll Restaurant and Brewery","105 South Second Street",,"Mount Horeb","Wisconsin","53572","United States","1-608-437-2739",,,,"2010-07-22 20:00:20"
"618","Grupo Modelo",,,"Mexico City",,,"Mexico",,"http://www.gmodelo.com.mx/",,,"2010-07-22 20:00:20"
"619","Gulpener Bierbrouwerij","Rijksweg 16",,"Gulpen",,"0","Netherlands","31-043-4507575",,,,"2010-07-22 20:00:20"
"620","Haarlems Biergenootschap Jopen","R Pereboomweg 13 achter",,"Haarlem",,,"Netherlands","31-23-533-41-14",,,,"2010-07-22 20:00:20"
"621","Hacker-Pschorr Bru",,,"Mnchen","Bayern",,"Germany",,,,,"2010-07-22 20:00:20"
"622","Hair of the Dog Brewing","4509 SE 23rd Avenue",,"Portland","Oregon","97202","United States","1-503-232-6585",,,,"2010-07-22 20:00:20"
"623","Hale's Ales #3","4301 Leary Way NW",,"Seattle","Washington","98107","United States","1-206-706-1544",,,,"2010-07-22 20:00:20"
"624","Half Moon Bay Brewing","390 Capistrano Road",,"Princeton by the Sea","California","94019","United States","1-650-728-2739",,,,"2010-07-22 20:00:20"
"625","Ham's Restaurant and Brewhouse","701 Evans Street",,"Greenville","North Carolina","27834","United States","1-252-830-2739",,,,"2010-07-22 20:00:20"
"626","Hambleton Ales","Melmerby Green Road",,"Melmerby","North Yorkshire",,"United Kingdom","44-(01765)-640108",,,,"2010-07-22 20:00:20"
"627","Hampshire Brewery","6-8 Romsey Industrial Estate",,"Romsey","Hampshire",,"United Kingdom","44-(01794)-830529",,,,"2010-07-22 20:00:20"
"628","Hannen Brauerei",,,"Mnchengladbach","Nordrhein-Westfalen",,"Germany",,,,,"2010-07-22 20:00:20"
"629","Hansa Bryggeri","Kokstaddalen 3",,"Bergen",,,"Norway","47-55-99-77-00",,,,"2010-07-22 20:00:20"
"630","Hanssens Artisanal","Vroenenbosstraat 15",,"Dworp","Vlaams Brabant",,"Belgium","32-02-/-380-31-33",,,,"2010-07-22 20:00:20"
"631","Hapa*s Brew Haus and Restaurant",,,"Kihei","Hawaii",,"United States",,,,,"2010-07-22 20:00:20"
"632","Harbor City Brewing","535 West Grand Avenue",,"Port Washington","Wisconsin","53074","United States","1-262-284-3118",,,,"2010-07-22 20:00:20"
"633","Harmon Brewing Company","1938 Pacific Avenue",,"Tacoma","Washington","98402","United States","1-253-383-2739","http://harmon.harmonbrewingco.com/",,,"2010-07-22 20:00:20"
"634","Harpoon Brewery - Boston","306 Northern Avenue",,"Boston","Massachusetts","2210","United States","1-888-HARPOON","http://www.harpoonbrewery.com",,,"2010-07-22 20:00:20"
"635","Harpoon Brewery - Windsor","336 Ruth Carney Drive",,"Windsor","Vermont","5089","United States","1-802-674-5491","http://www.harpoonbrewery.com/",,"We started the Harpoon Brewery in 1986 because, like today, we loved beer and wanted more good choices.  While traveling in Europe after college, we drank many wonderfully diverse, fresh, local beers.  We also saw firsthand how important local breweries were to their communities.  After our travels, we asked each other, why not bring great beer and that sense of community to New England?  That was the genesis of the Harpoon Brewery.  Twenty years later we still revel in making great beer and sharing that joy with our friends and neighbors.  The success that we have had running Harpoon is due entirely to the wonderful employees who brew, package, warehouse, sell, deliver, and market our beer and you, the people who drink Harpoon.  We hope that our sense of gratitude is reflected in both the quality of the beer and the spirit of fun and enjoyment surrounding our beer and breweries.","2010-07-22 20:00:20"
"636","Harvest Moon Brewery / Cafe","392 George Street",,"New Brunswick","New Jersey","8901","United States","1-732-249-6666",,,,"2010-07-22 20:00:20"
"637","Harvey & Son (Lewes)","6 Cliffe High Street",,"Lewes","East Sussex",,"United Kingdom","44-(01273)-480209",,,,"2010-07-22 20:00:20"
"638","Harviestoun Brewery","Hillfoots Business Village",,"Alva","Scotland",,"United Kingdom","44-(01259)-769100",,,,"2010-07-22 20:00:20"
"639","Hasserder Brauerei","Auerhahnring 1",,"Wernigerode","Sachsen-Anhalt",,"Germany","49-(0)3943-/-9360",,,,"2010-07-22 20:00:20"
"640","Hausbrauerei Zum Schlssel","Bolkerstrae 41-47",,"Dsseldorf","Nordrhein-Westfalen",,"Germany","49-(0)211-/-8289550",,,,"2010-07-22 20:00:20"
"641","Hawks Brewing",,,"Roseburg","Oregon","97470","United States","1-541-679-5778",,,"(No longer brewing)","2010-07-22 20:00:20"
"642","HC Berger Brewing",,,"Fort Collins","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"643","Heartland Brewery Union Square",,,"New York","New York","10003","United States","1-212-645-3400","http://www.heartlandbrewery.com/",,"(No longer brewing)","2010-07-22 20:00:20"
"644","Heavenly Daze Brewery and Grill",,,"Denver","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"645","Heavyweight Brewing",,,"Ocean","New Jersey",,"United States",,,,"Closed in 1996.","2010-07-22 20:00:20"
"646","Heineken HungÃ¡ria",,,"Sopron",,,"Hungary",,"http://www.heinekenhungaria.hu/",,"Known before Soproni SÃ¶rgyÃ¡r","2010-07-22 20:00:20"
"647","Heineken International",,,,,,"Netherlands",,"http://www.heineken.com/",,,"2010-07-22 20:00:20"
"648","Heineken Ireland","Lady's Well Brewery",,"Cork",,,"Ireland","353-21-450-3371",,,,"2010-07-22 20:00:20"
"649","Heineken Switzerland","Haldenstrasse 69",,"Winterthur",,,"Switzerland","41-052-/-264-41-41",,,,"2010-07-22 20:00:20"
"650","Heller Bru Trum","Dominikanerstrae 6",,"Bamberg","Bayern",,"Germany","49-(0)951-/-56060",,,,"2010-07-22 20:00:20"
"651","Hereford & Hops Restaurant and Brewpub #1","624 Ludington Street",,"Escanaba","Michigan","49829","United States","1-906-789-1945",,,,"2010-07-22 20:00:20"
"652","Hereford & Hops Steakhouse and Brewpub #3","2201 Sherman Street",,"Wausau","Wisconsin","54401","United States","1-715-849-3700",,,,"2010-07-22 20:00:20"
"653","Herkimer Pub & Brewery","2922 Lyndale Avenue South",,"Minneapolis","Minnesota","55408","United States","1-612-821-0101",,,,"2010-07-22 20:00:20"
"654","Hida Takayama Brewing Agricultural Company","999 Matsumoto-cho",,"Takayama","Chubu",,"Japan","81-0577-35-0365",,,,"2010-07-22 20:00:20"
"655","High Desert Brewing Co.","1201 W. Hadley Ave.",,"Las Cruces","New Mexico","88005","United States","(575) 525-6752","http://www.highdesertbrewingco.com/",,"After years of recipe development, remodeling, and parking lot paving, the High Desert Brewing Co. opened it's doors in July of 1997 and has quickly become one of New Mexico's premier brewpubs. Our selection of hand crafted lagers and ales are produced on premises using the finest grains and hops. We brew small batches of about 100 gallons, ensuring that each beer is served at the peak of freshness. Our brews are available by the glass, pint, or pitcher and to-go in 1/2 gallon growlers and 5 gallon kegs. We make every attempt to keep all of our beers on tap at all times but once in a while one or two may not be available for a few days. These times are the perfect opportunity to stretch your taste and try something other than your favorite. Please let Bob or Donna, or any of the High Desert Brewing Co. staff know how you think we are doing.","2010-07-22 20:00:20"
"656","High Falls Brewing","445 St.Paul Street",,"Rochester","New York","14605","United States","1-585-263-9446",,,,"2010-07-22 20:00:20"
"657","High Point Wheat Beer Company","22 Park Place",,"Butler","New Jersey","7405","United States","(973) 838-7400","http://www.ramsteinbeer.com/",,"Founded in 1994, the High Point Brewing Company is the first exclusive wheat beer brewery in America. The founder and driving force of High Point is award-winning homebrewer, Greg Zaccardi. After working as a brewer in southern Germany, Greg returned to the US to open his brewery. His Ramstein beers are made with the same care and precision he learned in Germany. In fact, the wheat, barley, hops and yeast used in Ramstein are all imported directly from Bavaria.","2010-07-22 20:00:20"
"658","Highland Brewing Company","12 Old Charlotte Highway",,"Asheville","North Carolina","28803","United States","(828) 299-7223","http://www.highlandbrewing.com/",,"Nestled in the Blue Ridge Mountains in Asheville, North Carolina, Highland Brewing Company brews the finest and freshest ales in the Southeast.  For more than a decade, we have produced an impressive array of ales, from the best-selling Gaelic to our popular winter seasonal, Cold Mountain Ale.","2010-07-22 20:00:20"
"659","Hirschbru Privatbrauerei Hss","Grntenstrae 7",,"Sonthofen","Bayern",,"Germany","49-(0)8321-/-6633-0",,,,"2010-07-22 20:00:20"
"660","Hite Brewery",,,"Seoul",,,"Korea, Republic of",,,,"Hite Brewery Company Limited is a South Korean brewery company headquartered in Yeongdeungpo-gu, Seoul. Its main products are beer, rice wine, and mineral water. The company was established as Chosun Breweries in 1933. In 2001 the company had three factories, and in 2002 its share of the domestic beer market was some 55%, up from 30% in 1992.","2010-07-22 20:00:20"
"661","Hochstiftliches Brauhaus in Bayern","Brckenauer Strae 6",,"Motten","Bayern",,"Germany","49-(0)9748-/-71-0",,,,"2010-07-22 20:00:20"
"662","Hoepfner Privatbrauerei","Haid-und-Neu-Strae 18",,"Karlsruhe","Baden-Wrttemberg",,"Germany","49-(0)721-/-6183-0",,,,"2010-07-22 20:00:20"
"663","Hofbru Kaltenhausen Salzachtal","Salzachtal Bundesstrae Nord 37",,"Hallein",,,"Austria","43-0-62-45/795-0",,,,"2010-07-22 20:00:20"
"664","Hofbruhaus Traunstein","Hofgasse 6-11",,"Traunstein","Bayern",,"Germany","49-(0)861-/-98866-0",,,,"2010-07-22 20:00:20"
"665","Hoffbrau Steaks Brewery #1",,,"Addison","Texas",,"United States",,,,,"2010-07-22 20:00:20"
"666","Hoffbrau Steaks Brewery #2",,,"Dallas","Texas",,"United States",,,,,"2010-07-22 20:00:20"
"667","Hofmark Brauerei","Hofmarkstrae 15",,"Cham","Bayern",,"Germany","49-(0)9971-/-3301",,,,"2010-07-22 20:00:20"
"668","Holsten-Brauerei","Holstenstrae 224",,"Hamburg","Hamburg",,"Germany","49-(0)40-/-381010",,,,"2010-07-22 20:00:20"
"669","Hook & Ladder Brewing Company","8113 Fenton St.",,"Silver Spring","Maryland","20910","United States","301.565.4522","http://www.hookandladderbeer.com",,"At Hook & Ladder Brewing we believe in great beer in the company of good friends, so we bring you three great beers for your drinking pleasure (please drink responsibly). Each of our beers is carefully crafted with the finest quality ingredients for a distinctive taste we know you will enjoy. Try one tonight, you just might get hooked. Through our own experiences in the fire and rescue service we have chosen the Hook & Ladder as a symbol of pride and honor to pay tribute to the brave men and women who serve and protect our communities.","2010-07-22 20:00:20"
"670","Hook Norton Brewery","Brewery Lane",,"Hook Norton","Oxford",,"United Kingdom","44-(01608)-730384",,,,"2010-07-22 20:00:20"
"671","Hop Back Brewery","Unit 21-24 Batten Road Industrial Estate",,"Salisbury","Wiltshire",,"United Kingdom","44-(01725)-510986",,,,"2010-07-22 20:00:20"
"672","Hoppers Seafood & Grill","890 East Fort Union Boulevard",,"Midvale","Utah","84047","United States","1-801-566-0424",,,,"2010-07-22 20:00:20"
"673","Hoppin Frog Brewery","1680-F East Waterloo Rd.",,"Akron","Ohio","44306","United States","(330) 352-4578","http://www.hoppinfrog.com/",,,"2010-07-22 20:00:20"
"674","Hoppy Brewing Company","6300 Folsom Boulevard",,"Sacramento","California","95819","United States","1-916-451-4677","http://www.hoppy.com",,"Currently, our company is growing our full service brewpub here in Sacramento, while at the same time self-distributing our products to retailers in the Sacramento area. We are brewing all of our products here in Sacramento and have 10 products on tap here at the brewpub. In addition, our current California distribution network consists of just one hard working distributor: A & D Distributing. We utilize this established distributor in their selected market to sell principally to the packaged/bottle market through authorized retail outlets, and the on-premises draft market through establishments licensed to serve alcoholic beverages. Our core products (i.e., Hoppy Face, Liquid Sunshine and Total Eclipse) are currently available in draft and 22 ounce bottles, and only available in the Sacramento and San Jose areas, but that will likely change as we continue to expand this year.","2010-07-22 20:00:20"
"675","Hops Grillhouse & Brewery - Cherry Creek","149 Steele Street",,"Denver","Colorado","80206","United States","1-303-377-0909",,,,"2010-07-22 20:00:20"
"676","Hops Haven Brew Haus","1327 North 14th Street",,"Sheboygan","Wisconsin","53081","United States","1-920-457-4677",,,,"2010-07-22 20:00:20"
"677","HopTown Brewing","3015-D Hopyard Road",,"Pleasanton","California","94588","United States","1-925-426-1450",,,,"2010-07-22 20:00:20"
"678","Hopworks Urban Brewery","2944 SE Powell Blvd",,"Portland","Oregon","97202","United States","(503) 201-8957","http://hopworksbeer.com/",,"HUB is Portland's first Eco-Brewpub to offer all organic handcrafted beers, fresh local ingredients, and a sustainable building with a relaxed and casual atmosphere. Brewmaster Christian Ettinger has spent the past year and half constructing his dream brewpub.  HUB incorporates all aspects of sustainability.  From composting to rain barrels, and from pervious pavers to hand dryers, we have made every effort to protect our future with a thoughtful alternative.  Hopworks has four distinct areas including a family friendly restaurant with play area, a vibrant bicycle bar, banquet mezzanine, and outdoor beer-garden.  Our 20 barrel brewery produces 3000 barrels a year and provides our restaurant with ten different HUB organic beers on tap and two cask ales at all times. We have parking for seventy cars, eight motorcycles and up to fifty bikes.  Our world-class beer, New York style pizza, and wonderful staff are some of the best you will find anywhere.","2010-07-22 20:00:20"
"679","Hornsby's Pubdrafts Ltd.","600 Yosemite Boulevard",,"Modesto","California",,"United States",,,,,"2010-07-22 20:00:20"
"680","HP Bulmer","The Cider Mills",,"Hereford","Hereford and Worcester",,"United Kingdom","44-01432-352000",,,,"2010-07-22 20:00:20"
"681","Htt-Brauerei Bettenhuser","Knallhtte",,"Baunatal","Hessen",,"Germany","49-(0)561-/-492076",,,,"2010-07-22 20:00:20"
"682","Hubcap Brewery and Kitchen",,,"Vail","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"683","Hudepohl-Schoenling Brewing","10921 Reed Hartman Highway, Suite 329",,"Cincinnati","Ohio","45242","United States","1-513-984-6910",,,,"2010-07-22 20:00:20"
"684","Hue Brewery","Hue",,"Hue",,,"Viet Nam",,,,,"2010-07-22 20:00:20"
"1419","Uehara Shuzou Co. Ltd. / Echigo Beer Pub","Niigata-ken Nishikanbara-gun",,,," 953-0076","Japan","+81 0256-72-0640","http://www.echigo-beer.jp/","echigo.png",,"2011-07-23 20:36:03"
"686","Humboldt Brewing","856 10th Street",,"Arcata","California","95521","United States","1-707-826-2739","http://www.humboldtbrews.com/",,,"2010-07-22 20:00:20"
"687","ICOBES b.v.b.a.","Durmakker 23",,"Evergem","Oost-Vlaanderen",,"Belgium","32-(0)9-/-253-61-82",,,,"2010-07-22 20:00:20"
"688","Idaho Brewing",,,"Idaho Falls","Idaho",,"United States",,,,,"2010-07-22 20:00:20"
"689","Illinois Brewing","102 North Center Street #111",,"Bloomington","Illinois","61701","United States","1-309-829-2805",,,,"2010-07-22 20:00:20"
"690","InBev","Brouwerijplein 1",,"Leuven",,"3000","Belgium",,"http://www.inbev.com",,"In a few words InBev is the world's leading brewer, realizing 14.4 billion euro in 2007. The company has a strong, balanced portfolio, holding the number one or number two position in over 20 key markets  more than any other brewer. It has a key presence in both developed and developing markets. Headquartered in Leuven, Belgium, InBev employs almost 89 000 people worldwide. With sales in over 130 countries, the company works through six operational zones: North America, Western Europe, Central and Eastern Europe, Asia Pacific, Latin America North, and Latin America South.","2010-07-22 20:00:20"
"691","Independence Brew Pub","1150 Filbert Street",,"Philadelphia","Pennsylvania","19107","United States","1-215-922-4292","http://www.independencebrewpub.com/",,,"2010-07-22 20:00:20"
"692","Independence Brewing Co","3913 Todd Lane #607",,"Austin","Texas","78744","United States",,"http://www.independencebrewing.com/",,,"2010-07-22 20:00:20"
"693","Indian Wells Brewing","2565 North Highway 14",,"Inyokern","California","93527","United States","1-760-377-5989",,,,"2010-07-22 20:00:20"
"694","Industrias La Constancia ILC","Avenida Independencia No.526",,"San Salvador",,,"El Salvador","503-231-5444",,,,"2010-07-22 20:00:20"
"695","Industrija Piva I Sokova Trebjesa","Njegoseva 18",,"Nikic",,,"Serbia and Montenegro","381-83-242-433",,,,"2010-07-22 20:00:20"
"696","Inveralmond Brewery","Inveralmond Way",,"Perth","Scotland",,"United Kingdom","44-(01738)-449448",,,,"2010-07-22 20:00:20"
"697","Irish Brewing Company","Newbridge Industrial Estate",,"Newbridge",,,"Ireland",,,,,"2010-07-22 20:00:20"
"698","Iron City Brewing Co.","3340 Liberty Ave.",,"Pittsburgh","Pennsylvania","15201","United States","412-682-7400","http://www.ironcitybrewingcompany.com/Default.aspx",,"Iron City Brewing Company is Pittsburgh born and brewed. We've been a Pittsburgh tradition since 1861. That was the year a German immigrant by the name of Edward Frauenheim founded Iron City Brewery and began a legacy of producing quality beers and lagers in the city of Pittsburgh. Today, the new Iron City Brewing Company is poised to carry on a tradition that is synonymous with pride, innovation and the Western Pennsylvania region. The new Iron City Brewing Company is committed to its employees, its customers, and the community. We have an experienced team with deep resources that is dedicated to making Iron City Brewing Company a successful brewery that the region can be proud to call its own.","2010-07-22 20:00:20"
"699","Iron Hill Brewery - Newark","147 East Main Street",,"Newark","Delaware","19711","United States","1-302-266-9000",,,,"2010-07-22 20:00:20"
"700","Iron Hill Brewery - Wilmingon","620 South Madison Street",,"Wilmington","Delaware","19805","United States","1-302-658-8200","http://www.ironhillbrewery.com/",,"We're passionate about producing distinctive, full-flavored handcrafted beers, accompanied by freshfromscratch New American cuisine in a comfortable, casual atmosphere. Our goal has always been to provide food and beer that is inspired, consistently crafted and presented by a knowledgeable and courteous service staff.","2010-07-22 20:00:20"
"701","Iron Springs Pub & Brewery","765 Center Boulevard",,"Fairfax","California","94930","United States","1-415-485-1005",,,,"2010-07-22 20:00:20"
"702","Island Brewing Company","5049 Sixth Street",,"Carpinteria","California","93013","United States","1-805-745-8272",,,,"2010-07-22 20:00:20"
"703","Isle of Skye Brewing Company","The Pier",,"Isle of Skye","Scotland",,"United Kingdom","44-(01470)-542477",,,,"2010-07-22 20:00:20"
"704","Issaquah Brewhouse","35-C West Sunset Way",,"Issaquah","Washington","98027","United States","1-425-557-1911",,,,"2010-07-22 20:00:20"
"705","Ithaca Beer Company","600 Elmira Road",,"Ithaca","New York","14850","United States","1-607-273-0766",,,,"2010-07-22 20:00:20"
"706","Jack Russell Brewing","2380 Larsen Drive",,"Camino","California","95709","United States","1-877-457-2725",,,,"2010-07-22 20:00:20"
"707","Jack's Brewing","39176 Argonaut Way",,"Fremont","California","94538","United States","1-510-796-2036",,,,"2010-07-22 20:00:20"
"708","Jacob Leinenkugel Brewing Company","1 Jefferson Avenue",,"Chippewa Falls","Wisconsin","54729","United States","1-715-723-5557","http://www.leinie.com/welcome.html",,,"2010-07-22 20:00:20"
"709","Jaipur Restaurant and Brewpub","10922 Elm Street",,"Omaha","Nebraska","68144","United States","1-402-392-7331",,,,"2010-07-22 20:00:20"
"710","James Page Brewing","1500 Jackson Street",,"Minneapolis","Minnesota","55413","United States","1-612-789-0400",,,,"2010-07-22 20:00:20"
"711","Jarre Creek Ranch Brewing",,,"Castle Rock","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"712","Jasper Ridge Brewery","1075 Country Lane",,"Ishpeming","Michigan","49849","United States","1-906-485-6017",,,,"2010-07-22 20:00:20"
"713","Jennings Brewery","Castle Brewery",,"Cockermouth","Cumbria","CA13 9NE","United Kingdom","0845 1297185","http://www.jenningsbrewery.co.uk/",,,"2010-07-22 20:00:20"
"714","Jever Brewery",,,"Jever, Germany",,,"Germany",,"http://www.jever.de/",,,"2010-07-22 20:00:20"
"715","Jinro Coors Brewing","Cheongwon Factory: 52, Joongsam-Ri, Hyundo-Myun",,"Seoul",,,"Korea, Republic of","82-(0)431-279-4702",,,,"2010-07-22 20:00:20"
"716","JJ Bitting Brewing","33 Main Street",,"Woodbridge","New Jersey","7095","United States","1-732-634-2929",,,,"2010-07-22 20:00:20"
"717","Jobber's Canyon Restaurant & Brewery",,,"Omaha","Nebraska",,"United States",,,,,"2010-07-22 20:00:20"
"718","JoBoy's Brew Pub","87 Doe Run Rd",,"Manheim","Pennsylvania","17545","United States",,"http://www.joboysbrewpub.com/",,,"2010-07-22 20:00:20"
"719","John Harvard's Brew House - Framingham","1 Worcester Road",,"Framingham","Massachusetts","1701","United States","1-508-875-2337",,,,"2010-07-22 20:00:20"
"720","John Harvard's Brew House - Harvard Square","33 Dunster Street",,"Cambridge","Massachusetts","2138","United States","1-617-868-3585",,,,"2010-07-22 20:00:20"
"721","John Harvard's Brewhouse - Wilmington",,,"Wilmington","Delaware",,"United States",,,,,"2010-07-22 20:00:20"
"722","John Martin sa","rue du cerf",,"Genval",,"1332","Belgium",,"http://www.anthonymartin.be/",,,"2010-07-22 20:00:20"
"723","Jolly Pumpkin Artisan Ales","3115 Broad Street",,"Dexter","Michigan","48130","United States","1-734-426-4962","http://www.jollypumpkin.com",,"Welcome to a land of open fermentation, oak barrel aging, and bottle conditioning. At Jolly Pumpkin Artisan Ales we are dedicated to more than the traditions of old world craftsmanship. Everything we do is designed to create ales of outstanding art and flavor. Focusing on traditional rustic country style beers brought to life through labor and love, we strive to create beers to lighten the spirit, and soothe the soul. Sharing our joy to the betterment of mankind is the most that we could hope for.","2010-07-22 20:00:20"
"724","Joshua Huddy's Brew Pub and Grill",,,"Toms River","New Jersey","8753","United States","1-732-240-3640",,,"(No longer brewing)","2010-07-22 20:00:20"
"725","JT Whitney's Brewpub and Eatery","674 South Whitney Way",,"Madison","Wisconsin","53711","United States","1-608-274-1776",,,,"2010-07-22 20:00:20"
"726","Jurupa Valley Brewing",,,"Riverside","California",,"United States",,,,,"2010-07-22 20:00:20"
"727","JW Lees and Co (Brewers) Ltd.","Middleton Junction",,"Manchester","Manchester",,"United Kingdom","44-(0161)-6432487",,,,"2010-07-22 20:00:20"
"728","Kaiser-Bru","Oberer Markt 1",,"Neuhaus","Bayern",,"Germany","49-(0)9156-/-88-0",,,,"2010-07-22 20:00:20"
"729","Kaiserdom Privatbrauerei Bamberg","Breitckerstrae 9",,"Bamberg","Bayern",,"Germany","49-(0)951-/-60450",,,,"2010-07-22 20:00:20"
"730","Kalamazoo Brewing","355 East Kalamazoo Avenue",,"Kalamazoo","Michigan","49007","United States","1-269-382-2338",,,,"2010-07-22 20:00:20"
"731","Karl Strauss Brewery Gardens - Sorrento Mesa","9675 Scranton Road",,"San Diego","California","92121","United States","1-858-587-2739",,,,"2010-07-22 20:00:20"
"732","Karlovacka Pivovara","Dubovac 22",,"Karlovac",,"0","Croatia","385-47-451-300",,,,"2010-07-22 20:00:20"
"733","Keesmann Bru","Wunderburg 5",,"Bamberg","Bayern",,"Germany","49-(0)951-/-26646",,,,"2010-07-22 20:00:20"
"734","Keg Microbrewery & Restaurant",,,"Stevens Point","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"735","Keihan Uji Kotsu",,,"Uji","Kinki",,"Japan","81-0774-22-2359",,,"(No longer brewing)","2010-07-22 20:00:20"
"736","Kelmer's Brewhouse",,,"Santa Rosa","California",,"United States",,,,,"2010-07-22 20:00:20"
"737","Kentucky Hemp Beer Company",,,"Lexington","Kentucky",,"United States",,,,,"2010-07-22 20:00:20"
"738","Kenya Breweries","PO Box 30161",,"Nairobi",,,"Kenya","254-864000",,,,"2010-07-22 20:00:20"
"739","Kessler Brewing",,,"Helena","Montana",,"United States",,,,,"2010-07-22 20:00:20"
"740","King and Barnes",,,"Horsham","West Sussex",,"United Kingdom",,,,,"2010-07-22 20:00:20"
"741","Kirin Brewery Company, Ltd",,,,,,"Japan",,"http://www.kirin.com/",,,"2010-07-22 20:00:20"
"742","Kiuchi Shuzou Goushi Kaisya","1257, Kounsosu",,"Ibaraki","Kanto",,"Japan","81-029-298-0105",,,,"2010-07-22 20:00:20"
"743","Kleinbrouwerij de Glazen Toren","Glazentorenweg 11",,"Erpe-Mere","Oost-Vlaanderen",,"Belgium","32-(0)53-83-68-17",,,,"2010-07-22 20:00:20"
"744","Klosterbrauerei Neuzelle","Brauhausplatz 1",,"Neuzelle","Brandenburg",,"Germany","49-(0)33652-/-810-0",,,,"2010-07-22 20:00:20"
"745","Klosterbrauerei Weltenburg","Heitzerstrae 2",,"Regensburg","Bayern",,"Germany","49-(0)941-/-2001-0","http://www.weltenburger.de/",,,"2010-07-22 20:00:20"
"746","Klosterbru Bamberg","Obere Mhlbrcke 1-3",,"Bamberg","Bayern",,"Germany","49-(0)951-/-57722",,,,"2010-07-22 20:00:20"
"747","Knig Brauerei","Friedrich-Ebert-Strae 255-263",,"Duisburg","Nordrhein-Westfalen",,"Germany","49-(0)203-/-455-0",,,,"2010-07-22 20:00:20"
"748","Knig Ludwig Schlobrauerei Kaltenberg","Augsburgerstrae 41",,"Frstenfeldbruck","Bayern",,"Germany","49-(0)8141-/-2430",,,,"2010-07-22 20:00:20"
"749","Knigsbacher Brauerei","An der Knigsbach 8",,"Koblenz","Rheinland-Pfalz",,"Germany","49-(0)261-/-1397-0",,,,"2010-07-22 20:00:20"
"750","Knigsegger WalderBru","Hauptstrae 6",,"Knigseggwald","Baden-Wrttemberg",,"Germany","49-(0)7587-/-9504-0",,,,"2010-07-22 20:00:20"
"751","Kona Brewing","75-5629 Kuakini Highway",,"Kailua-Kona","Hawaii","96740","United States","1-808-334-1133","http://www.konabrewingco.com",,,"2010-07-22 20:00:20"
