"id","brewery_id","latitude","longitude","accuracy"
"1050","1112","45.4207","-122.671","APPROXIMATE"
"1052","1113","-34.1855","150.607","APPROXIMATE"
"1053","1114","50.0224","10.83","ROOFTOP"
"1054","1115","47.9904","13.9238","ROOFTOP"
"1055","1116","47.4097","9.7514","ROOFTOP"
"1056","1118","32.803","-96.7699","APPROXIMATE"
"1057","1119","37.9669","-121.783","RANGE_INTERPOLATED"
"1058","1120","48.004","9.6584","ROOFTOP"
"1059","1121","45.1279","-76.13","RANGE_INTERPOLATED"
"1060","1122","40.8918","-76.7975","APPROXIMATE"
"1061","1123","55.9465","-3.2485","RANGE_INTERPOLATED"
"1062","1124","47.9975","-122.214","RANGE_INTERPOLATED"
"1063","1125","44.7974","-68.77","RANGE_INTERPOLATED"
"1064","1126","36.9676","-122.008","ROOFTOP"
"1065","1127","35.6631","-105.966","RANGE_INTERPOLATED"
"1066","1128","40.801","-76.8614","ROOFTOP"
"1067","1129","36.7582","-119.802","ROOFTOP"
"1068","1130","49.1487","-122.912","APPROXIMATE"
"1069","1131","20.8947","-156.47","APPROXIMATE"
"1070","1132","51.3169","0.8921","RANGE_INTERPOLATED"
"1071","1133","44.9133","-93.5033","APPROXIMATE"
"1072","1134","40.5684","-75.0954","ROOFTOP"
"1073","1135","45.0495","-87.2802","RANGE_INTERPOLATED"
"1074","1136","43.6619","-70.2489","RANGE_INTERPOLATED"
"1075","1137","37.7749","-122.419","APPROXIMATE"
"1076","1138","37.7481","-122.419","RANGE_INTERPOLATED"
"1077","1139","44.9763","-85.2104","ROOFTOP"
"1078","1140","8.4841","-13.2287","APPROXIMATE"
"1079","1141","25.6811","-100.363","RANGE_INTERPOLATED"
"1080","1142","39.7246","-121.816","ROOFTOP"
"1081","1143","44.722","-123.918","RANGE_INTERPOLATED"
"1082","1144","64.9583","-147.622","ROOFTOP"
"1083","1145","38.5243","-122.497","RANGE_INTERPOLATED"
"1084","1146","47.5814","9.9191","APPROXIMATE"
"1085","1147","43.55","-96.7003","APPROXIMATE"
"1086","1148","40.9491","-124.102","RANGE_INTERPOLATED"
"1087","1149","40.674","-74.0118","ROOFTOP"
"1088","901","37.244","-107.879","ROOFTOP"
"1089","1151","48.4192","-122.335","ROOFTOP"
"1090","1152","18.88","72.94","APPROXIMATE"
"1091","1153","44.7403","-88.4448","APPROXIMATE"
"1092","1154","43.487","-80.2068","RANGE_INTERPOLATED"
"1093","1155","61.2196","-149.896","RANGE_INTERPOLATED"
"1094","1156","59.8544","17.6627","ROOFTOP"
"1095","1157","40.1298","-75.5499","ROOFTOP"
"1096","1158","40.1943","-75.534","RANGE_INTERPOLATED"
"1097","1159","35.9657","-83.9181","ROOFTOP"
"1098","1160","43.0325","-70.7948","RANGE_INTERPOLATED"
"1099","1161","43.4768","-110.765","RANGE_INTERPOLATED"
"1100","1162","46.3284","-120.008","ROOFTOP"
"1101","1163","37.9841","-120.382","APPROXIMATE"
"1102","1164","43.6326","-116.275","ROOFTOP"
"1103","1165","34.0701","-106.893","ROOFTOP"
"1104","1166","33.7268","-111.853","RANGE_INTERPOLATED"
"1105","1167","-34.9111","138.575","ROOFTOP"
"1106","1168","39.7323","-76.4496","RANGE_INTERPOLATED"
"1107","1169","46.5872","-90.8921","ROOFTOP"
"1108","1170","40.8903","-72.3927","ROOFTOP"
"1109","1171","32.7785","-79.9273","ROOFTOP"
"1110","1172","30.3489","-95.4427","RANGE_INTERPOLATED"
"1111","1173","42.1008","-79.3357","GEOMETRIC_CENTER"
"1112","1175","47.6959","-114.176","APPROXIMATE"
"1113","1177","37.7387","-122.381","RANGE_INTERPOLATED"
"1114","1178","40.5058","-96.707","RANGE_INTERPOLATED"
"1115","1179","29.426","-97.1607","APPROXIMATE"
"1116","1180","33.8575","-117.876","APPROXIMATE"
"1117","1181","43.1","-87.9198","ROOFTOP"
"1118","1182","39.9525","-76.3295","ROOFTOP"
"1119","1183","37.2079","-93.2955","RANGE_INTERPOLATED"
"1120","1184","18.3368","-64.7281","APPROXIMATE"
"1121","1185","36.7282","-76.5836","APPROXIMATE"
"1122","1186","50.3416","-4.7883","RANGE_INTERPOLATED"
"1123","1187","52.6538","-7.248","APPROXIMATE"
"1124","1188","49.802","11.0324","ROOFTOP"
"1125","1189","53.3441","-6.2675","APPROXIMATE"
"1126","1190","37.6417","-121.004","ROOFTOP"
"1127","1192","51.8486","5.8639","RANGE_INTERPOLATED"
"1128","1193","42.1976","-122.715","ROOFTOP"
"1129","1194","43.6414","-79.3869","RANGE_INTERPOLATED"
"1130","1195","49.2849","-123.11","ROOFTOP"
"1131","1196","37.2724","-107.88","ROOFTOP"
"1132","1197","32.5007","-94.7405","APPROXIMATE"
"1133","1198","47.369","8.538","APPROXIMATE"
"1134","1199","35.994","-78.8986","APPROXIMATE"
"1135","1200","44.5104","-89.5734","ROOFTOP"
"1136","1201","39.6318","-75.6628","RANGE_INTERPOLATED"
"1137","1202","47.8005","13.0444","APPROXIMATE"
"1138","1203","39.2904","-76.6122","APPROXIMATE"
"1139","1204","33.1157","-117.12","ROOFTOP"
"1140","1205","44.2536","-88.4037","RANGE_INTERPOLATED"
"1141","1206","41.8072","-91.4941","APPROXIMATE"
"1142","1207","43.71","-70.305","RANGE_INTERPOLATED"
"1143","1208","44.1972","-72.5019","ROOFTOP"
"1144","1209","42.3372","-83.0186","ROOFTOP"
"1145","1210","49.2821","-123.07","RANGE_INTERPOLATED"
"1146","1211","40.2369","-76.072","RANGE_INTERPOLATED"
"1147","1212","43.0389","-87.9065","APPROXIMATE"
"1148","1213","54.3906","-5.6548","APPROXIMATE"
"1149","1214","41.4277","-78.5539","RANGE_INTERPOLATED"
"1150","1215","27.9494","-82.4651","APPROXIMATE"
"1151","1216","44.8342","-87.377","APPROXIMATE"
"1152","1218","38.5472","-121.726","ROOFTOP"
"1153","1219","43.3152","-83.7314","RANGE_INTERPOLATED"
"1154","1220","44.9139","-93.1396","ROOFTOP"
"1155","1221","45.0429","-93.3246","ROOFTOP"
"1156","1222","-32.0638","115.912","ROOFTOP"
"1157","1223","39.0324","-77.4097","RANGE_INTERPOLATED"
"1158","1224","33.8087","-84.3813","ROOFTOP"
"1159","1225","42.8666","-106.313","APPROXIMATE"
"1160","1226","38.8289","-77.4393","RANGE_INTERPOLATED"
"1161","1227","43.3906","-79.8049","RANGE_INTERPOLATED"
"1162","1229","32.8091","-79.875","GEOMETRIC_CENTER"
"1163","1230","40.1672","-105.102","APPROXIMATE"
"1164","1231","43.6113","-116.206","ROOFTOP"
"1165","1232","32.7732","-117.055","ROOFTOP"
"1166","1233","25.026","121.472","APPROXIMATE"
"1167","1234","27.9607","-82.4433","ROOFTOP"
"1168","1235","43.8014","-91.2396","APPROXIMATE"
"1169","1236","41.8358","-88.0091","RANGE_INTERPOLATED"
"1170","1237","49.3238","-123.102","RANGE_INTERPOLATED"
"1171","1238","32.7153","-117.157","APPROXIMATE"
"1172","1240","36.2154","-115.251","ROOFTOP"
"1173","1241","55.8593","-4.2324","RANGE_INTERPOLATED"
"1174","1242","45.4192","-117.272","RANGE_INTERPOLATED"
"1175","1243","33.9459","-83.4105","ROOFTOP"
"1176","1244","44.3372","-72.756","ROOFTOP"
"1177","1245","40.8959","-73.3811","ROOFTOP"
"1178","1246","33.8614","-117.88","RANGE_INTERPOLATED"
"1179","1247","41.9658","-72.793","ROOFTOP"
"1180","1248","40.4624","-79.9645","ROOFTOP"
"1181","1249","37.7839","-122.001","GEOMETRIC_CENTER"
"1182","1250","42.1185","-86.4537","RANGE_INTERPOLATED"
"1183","1251","33.1406","-117.15","APPROXIMATE"
"1184","1252","41.819","-71.4097","RANGE_INTERPOLATED"
"1185","1253","41.9211","-86.4583","ROOFTOP"
"1186","1254","38.4398","-122.713","ROOFTOP"
"1187","1255","41.0689","-81.5172","ROOFTOP"
"1188","1256","37.7855","-122.4","ROOFTOP"
"1189","1257","34.7968","-82.4245","RANGE_INTERPOLATED"
"1190","1258","41.8087","-72.7108","RANGE_INTERPOLATED"
"1191","1259","47.5924","-122.334","RANGE_INTERPOLATED"
"1192","1260","41.5354","-87.5158","RANGE_INTERPOLATED"
"1193","1261","44.4771","-73.2115","ROOFTOP"
"1194","1262","32.3407","-111.015","ROOFTOP"
"1195","1263","40.6966","-99.0815","RANGE_INTERPOLATED"
"1196","1264","40.9259","-98.3397","RANGE_INTERPOLATED"
"1197","1265","37.3362","-121.894","ROOFTOP"
"1198","1266","50.8399","4.2475","RANGE_INTERPOLATED"
"1199","1267","49.4944","-119.61","RANGE_INTERPOLATED"
"1200","1268","44.52","-88.0173","ROOFTOP"
"1201","1269","39.7392","-104.985","APPROXIMATE"
"1202","1270","52.0593","1.1557","APPROXIMATE"
"1203","1271","39.7418","-105.518","ROOFTOP"
"1204","1272","51.6666","-3.9443","GEOMETRIC_CENTER"
"1205","1273","51.0873","4.9178","APPROXIMATE"
"1206","1274","-33.8501","151.045","ROOFTOP"
"1207","1275","-33.8671","151.207","APPROXIMATE"
"1208","1276","35.9132","-79.0558","RANGE_INTERPOLATED"
"1209","1277","20.8911","-156.505","APPROXIMATE"
"1210","1278","42.351","-83.0665","RANGE_INTERPOLATED"
"1211","1279","38.7745","-90.484","RANGE_INTERPOLATED"
"1212","1280","40.6892","-74.4349","ROOFTOP"
"1213","1281","55.619","-3.0636","APPROXIMATE"
"1214","1282","38.8967","-104.855","RANGE_INTERPOLATED"
"1215","1283","37.8734","-122.269","ROOFTOP"
"1216","1284","40.3659","-74.9544","GEOMETRIC_CENTER"
"1217","1285","40.3507","-74.6583","ROOFTOP"
"1218","1286","40.2559","-76.8715","ROOFTOP"
"1219","1287","13.7234","100.476","APPROXIMATE"
"1220","1288","44.5203","-72.0014","RANGE_INTERPOLATED"
"1221","1289","36.0663","120.383","APPROXIMATE"
"1222","1290","49.4643","11.0847","ROOFTOP"
"1223","1292","44.9442","-93.0861","APPROXIMATE"
"1224","1293","38.9735","-77.1272","ROOFTOP"
"1225","1294","33.7496","-117.812","ROOFTOP"
"1226","1295","46.7208","-92.1041","APPROXIMATE"
"1227","1296","47.8559","-121.971","RANGE_INTERPOLATED"
"1228","1297","40.0201","-105.251","RANGE_INTERPOLATED"
"1229","1298","41.8206","-88.2068","RANGE_INTERPOLATED"
"1230","1299","40.7964","-73.699","ROOFTOP"
"1231","1300","32.8545","-96.7687","ROOFTOP"
"1232","1301","43.0862","-88.8967","ROOFTOP"
"1234","1303","51.225","6.7722","ROOFTOP"
"1235","1304","40.7326","-111.954","ROOFTOP"
"1236","1305","39.1498","-123.208","ROOFTOP"
"1237","1306","43.2165","-123.342","APPROXIMATE"
"1238","1307","45.4416","-73.2595","RANGE_INTERPOLATED"
"1239","1309","40.2118","-76.1232","RANGE_INTERPOLATED"
"1240","1310","40.4233","-104.709","APPROXIMATE"
"1241","1311","48.1355","11.6009","ROOFTOP"
"1242","1312","12.9689","77.5946","GEOMETRIC_CENTER"
"1243","1313","39.1733","-86.5369","RANGE_INTERPOLATED"
"1244","1314","41.8445","-90.1887","APPROXIMATE"
"1245","1315","41.2331","-96.1811","RANGE_INTERPOLATED"
"1246","1316","41.2553","-95.9306","RANGE_INTERPOLATED"
"1247","1317","51.3201","-2.208","APPROXIMATE"
"1248","1318","40.7322","-111.9","RANGE_INTERPOLATED"
"1249","1320","37.9551","-121.322","ROOFTOP"
"1250","1321","40.0439","-75.3881","APPROXIMATE"
"1251","1322","50.9205","3.2541","APPROXIMATE"
"1252","1323","48.4344","-123.367","RANGE_INTERPOLATED"
"1253","1324","44.4773","-73.2144","ROOFTOP"
"1255","1326","40.0061","-75.6942","RANGE_INTERPOLATED"
"1256","1327","45.2585","-91.8181","ROOFTOP"
"1257","1328","39.1126","-77.5537","ROOFTOP"
"1258","1329","57.4985","18.459","APPROXIMATE"
"1259","1330","41.6372","-80.1549","RANGE_INTERPOLATED"
"1260","1332","42.5586","-71.8715","RANGE_INTERPOLATED"
"1261","1333","42.5739","-76.8582","RANGE_INTERPOLATED"
"1262","1334","40.4616","-79.9653","RANGE_INTERPOLATED"
"1263","1335","45.6922","-121.885","RANGE_INTERPOLATED"
"1264","1336","42.6488","-85.2875","RANGE_INTERPOLATED"
"1265","1337","51.4416","8.3519","ROOFTOP"
"1266","1338","42.3718","-71.2367","ROOFTOP"
"1267","1339","43.0448","-87.9114","ROOFTOP"
"1268","1340","43.0525","-88.3663","ROOFTOP"
"1269","1341","44.8652","-93.4095","APPROXIMATE"
"1270","1342","51.5002","-0.1262","APPROXIMATE"
"1271","1343","39.232","-84.3783","APPROXIMATE"
"1272","1344","47.2311","8.6691","ROOFTOP"
"1273","1345","35.8859","-75.6697","GEOMETRIC_CENTER"
"1274","1346","41.8506","-87.7937","APPROXIMATE"
"1275","1347","47.794","11.8311","ROOFTOP"
"1277","1351","41.4995","-81.6954","APPROXIMATE"
"1278","1352","40.6732","-75.2249","ROOFTOP"
"1279","1353","51.5375","-0.9046","APPROXIMATE"
"1280","1354","39.2866","-76.6182","ROOFTOP"
"1281","1355","53.1407","-1.8084","APPROXIMATE"
"1282","1356","52.1357","-0.468","APPROXIMATE"
"1283","1357","39.3722","-76.4638","RANGE_INTERPOLATED"
"1284","1358","45.3498","-123.073","RANGE_INTERPOLATED"
"1285","1359","47.3812","-94.6669","GEOMETRIC_CENTER"
"1286","1360","51.2047","0.6813","GEOMETRIC_CENTER"
"1287","1361","45.5408","-122.676","ROOFTOP"
"1288","1362","44.0521","-123.087","APPROXIMATE"
"1289","1363","39.3628","-77.4265","ROOFTOP"
"1290","1364","42.2108","-88.1652","APPROXIMATE"
"1291","1365","42.1707","-123.645","ROOFTOP"
"1292","1366","45.2519","-92.2713","APPROXIMATE"
"1293","1367","56.1163","-3.7954","APPROXIMATE"
"1294","1368","41.6416","-81.4066","RANGE_INTERPOLATED"
"1295","1369","34.2257","-77.9447","APPROXIMATE"
"1296","1370","43.0495","-88.0076","APPROXIMATE"
"1297","1371","44.6584","-111.1","RANGE_INTERPOLATED"
"1298","1372","39.9619","-105.51","RANGE_INTERPOLATED"
"1299","1373","52.6842","1.449","APPROXIMATE"
"1300","1374","49.792","9.915","ROOFTOP"
"1301","1375","51.7523","-1.2558","APPROXIMATE"
"1302","1377","51.034","-114.083","GEOMETRIC_CENTER"
"1303","1378","52.1496","-2.5507","APPROXIMATE"
"1304","1379","39.7535","-104.998","ROOFTOP"
"1305","1380","46.6021","-120.506","APPROXIMATE"
"1306","1381","49.2755","-123.121","RANGE_INTERPOLATED"
"1307","1382","45.5235","-122.676","APPROXIMATE"
"1308","1383","39.9831","-75.1274","RANGE_INTERPOLATED"
"1309","1391","36.151","-86.7821","ROOFTOP"
"1310","1387","32.821","-96.7848","ROOFTOP"
"1311","1390","45.7861","-108.498","ROOFTOP"
"1312","1389","53.9571","-1.0905","RANGE_INTERPOLATED"
"1313","1385","51.4611","-0.1966","RANGE_INTERPOLATED"
"1314","1388","40.7","-76.1747","ROOFTOP"
"1315","1386","29.9386","-90.076","RANGE_INTERPOLATED"
